targname,matched_snname,cubename,rasn,decsn,sntype,fits_subfolder,fits_filename,fits_relpath,redshift,redshift_source
SN2010KO-HOST,SN2010ko,SN2010ko,05:32:49.440,-14:05:45.89,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4q010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4q010_drc.fits,0.048177,corez_zobs
SN2011Z-HOST,SN2011Z,SN2011Z,13:30:43.039,-20:57:14.00,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4v010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4v010_drc.fits,0.018361,corez_zobs
SN2011CE-HOST,SN2011ce,SN2011ce,18:55:35.839,-53:43:29.10,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4r010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4r010_drc.fits,0.008652,corez_zobs
SN2011GF-HOST,SN2011gf,SN2011gf,21:12:24.269,-07:48:52.09,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4s010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4s010_drc.fits,0.027647,corez_zobs
SN2011HA-HOST,SN2011ha,SN2011ha,03:57:40.870,+10:09:55.19,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4t010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4t010_drc.fits,0.093963,corez_zobs
SN2011IO-HOST,SN2011io,SN2011io,23:02:47.599,+08:48:09.79,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4u010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4u010_drc.fits,0.041409,corez_zobs
SN2011JH-HOST,SN2011jh,SN2011jh,12:47:14.419,-10:03:47.30,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3f010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3f010_drc.fits,0.007865,corez_zobs
SN2011JT-HOST,SN2011jt,SN2011jt,14:53:23.011,+02:57:43.09,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3h010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3h010_drc.fits,0.027828,corez_zobs
SN2012E-HOST,SN2012E,SN2012E,02:33:22.790,+09:35:05.60,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g93010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g93010_drc.fits,0.0203,corez_zobs
SN2012G-HOST,SN2012G,SN2012G,12:39:35.100,+16:35:11.90,Ia-91T,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3n010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3n010_drc.fits,0.025947,corez_zobs
SN2012U-HOST,SN2012U,SN2012U,02:06:04.33,-55:11:37.50,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3s010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3s010_drc.fits,0.019913,corez_zobs
SN2012Z-HOST,SN2012Z,SN2012Z,03:22:05.350,-15:23:15.61,Ia-02cx,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3t010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3t010_drc.fits,0.007093,corez_zobs
SN2012AQ-HOST,SN2012aq,SN2012aq,14:54:05.13,+22:05:40.60,Ia-91T,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4w010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4w010_drc.fits,0.045937,corez_zobs
SN2012FK-HOST,SN2012fk,SN2012fk,02:30:52.039,+22:28:45.91,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g57010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g57010_drc.fits,0.031669,corez_zobs
SN2012FW-HOST,SN2012fw,SN2012fw,21:01:58.990,-48:16:25.90,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3i010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3i010_drc.fits,0.018761,corez_zobs
SN2012GM-HOST,SN2012gm,SN2012gm,23:17:37.030,+14:00:08.89,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3o010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3o010_drc.fits,0.014711,corez_zobs
SN2012HR-HOST,SN2012hr,SN2012hr,06:21:38.460,-59:42:50.62,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3q010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3q010_drc.fits,0.008,corez_zobs
SN2013M-HOST,SN2013M,SN2013M,13:59:56.681,-37:51:49.39,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4f010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4f010_drc.fits,0.034956,corez_zobs
SN2013AA-HOST,SN2013aa,SN2013aa,14:32:33.881,-44:13:27.80,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3u010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3u010_drc.fits,0.003999,corez_zobs
SN2013AD-HOST,SN2013ad,SN2013ad,03:38:41.04,+10:18:27.22,Ia-91T,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3v010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3v010_drc.fits,0.036468,corez_zobs
SN2013AJ-HOST,SN2013aj,SN2013aj,13:54:00.679,-07:55:43.79,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g98010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g98010_drc.fits,0.009085,corez_zobs
SN2013AZ-HOST,SN2013az,SN2013az,05:39:52.130,-40:30:28.12,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3y010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3y010_drc.fits,0.037147,corez_zobs
SN2013BZ-HOST,SN2013bz,SN2013bz,13:26:51.319,-10:01:32.20,Ia-91T,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3z010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3z010_drc.fits,0.019384,corez_zobs
SN2013CS-HOST,SN2013cs,SN2013cs,13:15:14.810,-17:57:55.58,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g73010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g73010_drc.fits,0.00922,corez_zobs
SN2013CT-HOST,SN2013ct,SN2013ct,01:12:54.92,+00:58:45.70,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4b010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4b010_drc.fits,0.003905,corez_zobs
SN2013FY-HOST,SN2013fy,SN2013fy,21:37:27.120,-47:01:54.80,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4c010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4c010_drc.fits,0.031013,corez_zobs
SN2013GR-HOST,SN2013gr,SN2013gr,01:46:27.900,-58:40:23.81,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g75010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g75010_drc.fits,0.007355,corez_zobs
SN2013GY-HOST,SN2013gy,SN2013gy,03:42:16.88,-04:43:18.48,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4e010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4e010_drc.fits,0.014001,corez_zobs
SN2014Z-HOST,SN2014Z,SN2014Z,01:44:07.99,-61:07:07.40,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4m010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4m010_drc.fits,0.021258,corez_zobs
SN2014AO-HOST,SN2014ao,SN2014ao,08:34:33.319,-02:32:36.10,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4g010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4g010_drc.fits,0.013961,corez_zobs
SN2014AT-HOST,SN2014at,SN2014at,21:46:14.820,-46:31:21.11,Ia-91T,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4h010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4h010_drc.fits,0.031741,corez_zobs
SN2014CR-HOST,SN2014cr,SN2014cr,19:37:06.130,-42:17:50.50,Ia-02cx,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3m010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3m010_drc.fits,0.019007,corez_zobs
SN2014DM-HOST,SN2014dm,SN2014dm,04:08:07.130,-08:49:37.20,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4j010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4j010_drc.fits,0.03327,corez_zobs
SN2015H-HOST,SN2015H,SN2015H,10:54:42.161,-21:04:13.80,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g76010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g76010_drc.fits,0.012436,corez_zobs
SN2016ECM-HOST,SN2016ecm,SN2016ecm,02:20:14.500,-40:53:05.10,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g04010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g04010_drc.fits,0.059606,corez_zobs
SN2021BMW-HOST,SN2021bmw,SN2021bmw,13:47:39.708,-29:25:54.64,II,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g09010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g09010_drc.fits,0.012782,corez_zobs
SN2022VQZ-HOST,SN2022vqz,ZTF22abhrjld,00:51:05.782,+29:32:12.16,Ia-02es,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g15010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g15010_drc.fits,0.016875,corez_zobs
IPTF13DGE-HOST,iPTF13dge,iPTF13dge,05:03:35.08,+01:34:17.40,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo46010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo46010_drc.fits,0.015892,corez_zobs
IPTF13DKL-HOST,iPTF13dkl,iPTF13dkl,23:44:57.99,+03:23:40.30,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g1m010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1m010_drc.fits,0.051757,corez_zobs
IPTF13DYT-HOST,iPTF13dyt,iPTF13dyt,05:01:48.26,+02:41:49.70,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo48010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo48010_drc.fits,0.111413,corez_zobs
IPTF13EFE-HOST,iPTF13efe,iPTF13efe,08:43:39.30,+16:10:37.30,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g1n010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1n010_drc.fits,0.074954,corez_zobs
IPTF14AJE-HOST,iPTF14aje,iPTF14aje,15:25:12.07,-01:48:51.50,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo49010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo49010_drc.fits,0.027577,corez_zobs
IPTF14ANS-HOST,SN2014ey,iPTF14ans,15:04:29.972,+02:19:51.25,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g11010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g11010_drc.fits,0.03198,corez_zobs
IPTF14YY-HOST,iPTF14yy,iPTF14yy,12:26:09.17,+09:58:44.20,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo52010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo52010_drc.fits,0.043117,corez_zobs
SN2009EV-A-HOST,SN2009ev,SN2009ev,13:14:17.580,-42:58:48.79,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4m010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4m010_drc.fits,0.011838,corez_zobs
NGC4984-HOST,SN2011iy,SN2011iy,13:08:58.390,-15:31:04.12,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo0m010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0m010_drc.fits,0.00423,corez_zobs
3C029-HOST,SN2010jo,UGC00595,00:57:35.580,-01:23:33.40,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g0h010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0h010_drc.fits,0.044971,corez_zobs
AM2353-291-HOST,SN2019fkq,SN2019fkq,359.101625,-29.023781,SN Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g0i010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0i010_drc.fits,0.045,tns_redshift
ASAS14lq-HOST,ASAS14lq,ASASSN-14LQ,344.330875,-20.966878,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_05_wfc3_uvis_f275w_id7605,hst_14779_05_wfc3_uvis_f275w_id7605_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_05_wfc3_uvis_f275w_id7605/hst_14779_05_wfc3_uvis_f275w_id7605_drc.fits,0.026173,CSPII_SNooPy_raw
ASAS14lw-HOST,ASAS14lw,ASASSN-14LW,16.704875,-46.983322,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_06_wfc3_uvis_f275w_id7606,hst_14779_06_wfc3_uvis_f275w_id7606_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_06_wfc3_uvis_f275w_id7606/hst_14779_06_wfc3_uvis_f275w_id7606_drc.fits,0.020886,CSPII_SNooPy_raw
CSP12G-HOST,CSP12G,CSS121114090202101800-HOST,135.509750,10.300028,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p1534x03y12_wfc3_uvis_f275w_all,hst_skycell-p1534x03y12_wfc3_uvis_f275w_all_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p1534x03y12_wfc3_uvis_f275w_all/hst_skycell-p1534x03y12_wfc3_uvis_f275w_all_drc.fits,0.036974,CSPII_SNooPy_raw
CSP14abn-HOST,CSP14abn,CSP14ABN-HOST,209.017458,-43.586083,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p0458x03y04_wfc3_uvis_f275w_all,hst_skycell-p0458x03y04_wfc3_uvis_f275w_all_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p0458x03y04_wfc3_uvis_f275w_all/hst_skycell-p0458x03y04_wfc3_uvis_f275w_all_drc.fits,0.0225,CSPII_SNooPy_raw
CSP14acy-HOST,CSP14acy,OGLE-2014-SN-107,10.619792,-64.764167,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_19_wfc3_uvis_f275w_id7619,hst_14779_19_wfc3_uvis_f275w_id7619_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_19_wfc3_uvis_f275w_id7619/hst_14779_19_wfc3_uvis_f275w_id7619_drc.fits,0.066374,CSPII_SNooPy_raw
LSQ12fvl-HOST,LSQ12fvl,LSQ12FVL-HOST,75.208500,-38.653197,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p0502x10y08_wfc3_uvis_f275w_all,hst_skycell-p0502x10y08_wfc3_uvis_f275w_all_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p0502x10y08_wfc3_uvis_f275w_all/hst_skycell-p0502x10y08_wfc3_uvis_f275w_all_drc.fits,0.05593,CSPII_SNooPy_raw
LSQ13aiz-HOST,LSQ13aiz,SN2013CS-HOST,198.811708,-17.965458,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p0927x03y11_wfc3_uvis_f275w_all,hst_skycell-p0927x03y11_wfc3_uvis_f275w_all_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p0927x03y11_wfc3_uvis_f275w_all/hst_skycell-p0927x03y11_wfc3_uvis_f275w_all_drc.fits,0.0092,CSPII_SNooPy_raw
PTF11pbp-HOST,PTF11pbp,SN2011HB-HOST,351.981333,8.779167,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p1588x11y06_wfc3_uvis_f275w_all,hst_skycell-p1588x11y06_wfc3_uvis_f275w_all_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p1588x11y06_wfc3_uvis_f275w_all/hst_skycell-p1588x11y06_wfc3_uvis_f275w_all_drc.fits,0.028903,CSPII_SNooPy_raw
PTF11pra-HOST,PTF11pra,PTF11PRA-HOST,34.690875,-6.641944,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p1152x18y08_wfc3_uvis_f275w_all,hst_skycell-p1152x18y08_wfc3_uvis_f275w_all_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_skycell-p1152x18y08_wfc3_uvis_f275w_all/hst_skycell-p1152x18y08_wfc3_uvis_f275w_all_drc.fits,0.017543,CSPII_SNooPy_raw
PTF11qnr-HOST,PTF11qnr,PTF11QNR-HOST,341.106042,-0.167222,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_16287_36_wfc3_uvis_f275w_iebj36,hst_16287_36_wfc3_uvis_f275w_iebj36_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_16287_36_wfc3_uvis_f275w_iebj36/hst_16287_36_wfc3_uvis_f275w_iebj36_drc.fits,0.016217,CSPII_SNooPy_raw
PTF14fpg-HOST,PTF14fpg,PTF14FPG,7.050000,7.162083,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_55_wfc3_uvis_f275w_id7655,hst_14779_55_wfc3_uvis_f275w_id7655_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_55_wfc3_uvis_f275w_id7655/hst_14779_55_wfc3_uvis_f275w_id7655_drc.fits,0.034,CSPII_SNooPy_raw
PTF14gnl-HOST,PTF14gnl,PTF14GNL,5.951375,-3.857750,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_52_wfc3_uvis_f275w_id7652,hst_14779_52_wfc3_uvis_f275w_id7652_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_52_wfc3_uvis_f275w_id7652/hst_14779_52_wfc3_uvis_f275w_id7652_drc.fits,0.05369,CSPII_SNooPy_raw
SN2006X-HOST,SN2006X,NGC-4321,185.724958,15.809194,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_15654_27_wfc3_uvis_f275w_idxr27,hst_15654_27_wfc3_uvis_f275w_idxr27_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_15654_27_wfc3_uvis_f275w_idxr27/hst_15654_27_wfc3_uvis_f275w_idxr27_drc.fits,0.005237,CSPII_SNooPy_raw
SN2007af-HOST,SN2007af,SN2007AF-HOST,215.587625,-0.393778,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_16287_28_wfc3_uvis_f275w_iebj28,hst_16287_28_wfc3_uvis_f275w_iebj28_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_16287_28_wfc3_uvis_f275w_iebj28/hst_16287_28_wfc3_uvis_f275w_iebj28_drc.fits,0.00546,CSPII_SNooPy_raw
SN2007nq-HOST,SN2007nq,3C029-HOST,14.389875,-1.388611,,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g0h010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0h010_drc.fits,0.045,CSPII_SNooPy_raw
SN2008ha-HOST,SN2008ha,SN2008HA,353.719542,18.226500,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14668_42_wfc3_uvis_f275w_id9642,hst_14668_42_wfc3_uvis_f275w_id9642_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14668_42_wfc3_uvis_f275w_id9642/hst_14668_42_wfc3_uvis_f275w_id9642_drc.fits,0.004643,CSPII_SNooPy_raw
SN2012bl-HOST,SN2012bl,SN2012BL,305.980333,-48.354806,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_12582_05_wfc3_uvis_f275w_ibxb05,hst_12582_05_wfc3_uvis_f275w_ibxb05_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_12582_05_wfc3_uvis_f275w_ibxb05/hst_12582_05_wfc3_uvis_f275w_ibxb05_drc.fits,0.018693,CSPII_SNooPy_raw
SN2012fr-HOST,SN2012fr,NGC-1365-N,53.400417,-36.126111,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_15654_09_wfc3_uvis_f275w_idxr09,hst_15654_09_wfc3_uvis_f275w_idxr09_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_15654_09_wfc3_uvis_f275w_idxr09/hst_15654_09_wfc3_uvis_f275w_idxr09_drc.fits,0.005453,CSPII_SNooPy_raw
SN2013fz-HOST,SN2013fz,PSNJ0423-5136,65.943500,-51.596194,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_15166_57_wfc3_uvis_f275w_idi157,hst_15166_57_wfc3_uvis_f275w_idi157_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_15166_57_wfc3_uvis_f275w_idi157/hst_15166_57_wfc3_uvis_f275w_idi157_drc.fits,0.020593,CSPII_SNooPy_raw
SN2014I-HOST,SN2014I,SN2014I,85.582500,-25.544417,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_44_wfc3_uvis_f275w_id7644,hst_14779_44_wfc3_uvis_f275w_id7644_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_44_wfc3_uvis_f275w_id7644/hst_14779_44_wfc3_uvis_f275w_id7644_drc.fits,0.029993,CSPII_SNooPy_raw
SN2015F-HOST,SN2015F,SN2015F,114.065667,-69.506389,,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_41_wfc3_uvis_f275w_id7641,hst_14779_41_wfc3_uvis_f275w_id7641_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_41_wfc3_uvis_f275w_id7641/hst_14779_41_wfc3_uvis_f275w_id7641_drc.fits,0.004887,CSPII_SNooPy_raw
SN1999CL-HOST,SN1999cl,NGC4501,187.98337,14.426472,Ia,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_18103_28_wfc3_uvis_f275w_ifoq28,hst_18103_28_wfc3_uvis_f275w_ifoq28_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_18103_28_wfc3_uvis_f275w_ifoq28/hst_18103_28_wfc3_uvis_f275w_ifoq28_drc.fits,0.0075870743899125,saints_photometry
SN2014DT-HOST,SN2014dt,NGC4303,185.48988,4.4718060,Ia-02cx,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_70_wfc3_uvis_f275w_id7670,hst_14779_70_wfc3_uvis_f275w_id7670_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_14779_70_wfc3_uvis_f275w_id7670/hst_14779_70_wfc3_uvis_f275w_id7670_drc.fits,0.005224,saints_photometry
SN2020NVB-HOST,SN2020nvb,NGC4457,187.244917,3.572781,Ia,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_17502_22_wfc3_uvis_f275w_ifab22,hst_17502_22_wfc3_uvis_f275w_ifab22_drc.fits,data/hst_downloads/additional_f275w_bestexptime/mastDownload/HST/hst_17502_22_wfc3_uvis_f275w_ifab22/hst_17502_22_wfc3_uvis_f275w_ifab22_drc.fits,0.0029013445787122,saints_photometry
