cubename,zalpha,zbeta,zoiii,zobs,zhelio,ezhelio,zcmb,notes
SN1997dn,0.004419,0.004433,0.004450,0.004434,0.004343,0.000191,0.005368,
SN2001fv,0.004559,0.004549,0.004493,0.004534,0.004443,0.000193,0.005461,
SN1985G,0.002808,0.002782,0.002785,0.002792,0.002717,0.000191,0.003841,
SN2009N,0.003431,0.003423,0.003424,0.003426,0.003357,0.000191,0.004527,
SN1970A,-0.000603,-0.000581,-0.000572,-0.000585,-0.000660,0.000191,0.000422,
SN2006my,0.002603,0.002611,0.002612,0.002609,0.002538,0.000191,0.003584,
SN1997X,0.003691,0.003686,0.003687,0.003688,0.003620,0.000190,0.004753,
SN1983K,0.004662,0.004667,0.004666,0.004665,0.004605,0.000190,0.005741,huge galaxy outside FoV
NGC4699,0.004890,0.004891,0.004884,0.004888,0.004907,0.000190,0.006043,
SN2011jm,0.003242,0.003309,0.003261,0.003271,0.003207,0.000193,0.004309,
SN2011fh,0.008007,0.008049,0.008008,0.008021,0.007976,0.000192,0.009019,
SN1999br,0.003213,0.003218,0.003217,0.003216,0.003152,0.000190,0.004241,
SN2000P,0.007530,0.007525,0.007526,0.007527,0.007481,0.000190,0.008509,
SN1990Q,0.006376,0.006384,0.006383,0.006381,0.006376,0.000191,0.006964,
SN2001X,nan,nan,nan,0.004937,0.004925,0.001000,0.005480,
SN2005at,0.002822,0.002827,0.002826,0.002825,0.002880,0.000190,0.002748,
SN1998bw,0.008645,0.008637,0.008638,0.008640,0.008708,0.000191,0.008392,
SN1978G,0.002982,0.002974,0.002975,0.002977,0.003060,0.000191,0.002334,
SN2012ho,0.009870,0.009857,0.009859,0.009862,0.009956,0.000191,0.008736,
SN2005hk,0.013023,0.013010,0.013012,0.013015,0.012983,0.000191,0.011811,
SN2013gr,0.007363,0.007350,0.007352,0.007355,0.007341,0.000191,0.006968,
SN2012Z,0.007088,0.007075,0.007117,0.007093,0.007163,0.000192,0.006653,
SN1991bj,0.018119,0.018150,0.018150,0.018140,0.018211,0.000191,0.017743,
SN2008ge,0.003836,0.003833,0.003835,0.003835,0.003860,0.000190,0.003745,
SN2009J,0.015763,0.015750,0.015752,0.015755,0.015737,0.000191,0.015940,
SN2010ae,0.003650,0.003679,0.003678,0.003669,0.003683,0.000191,0.004153,
SN2008ae,0.030072,0.030085,0.030028,0.030062,0.030163,0.000193,0.031312,
SN2002cx,0.023948,0.023968,0.023968,0.023961,0.024057,0.000191,0.025116,
iPTF14ans,0.031982,0.031978,0.031978,0.031980,0.032075,0.000190,0.032739,
SN2004cs,0.014025,0.014033,0.014032,0.014030,0.014109,0.000191,0.013871,
SN2011ce,0.008643,0.008658,0.008656,0.008652,0.008567,0.000191,0.008369,
SN2008ha,0.004641,0.004648,0.004607,0.004632,0.004574,0.000192,0.003361,
IRAS05177,0.012666,0.012719,0.012695,0.012693,0.012640,0.000192,0.012757,
NGC2906,0.007150,0.007138,0.007170,0.007153,0.007056,0.000191,0.008143,
IC1158,0.006403,0.006462,0.006482,0.006449,0.006399,0.000195,0.006769,
NGC6754,0.010779,0.010776,0.010718,0.010758,0.010782,0.000193,0.010508,
NGC7469,0.016335,0.016342,0.016108,0.016262,0.016300,0.000224,0.015044,
NGC7742,0.005420,0.005540,0.005582,0.005514,0.005611,0.000207,0.004382,
Arp144,0.019427,0.019422,0.019419,0.019423,0.019441,0.000190,0.018293,
Arp256,0.027213,0.027216,0.027218,0.027216,0.027259,0.000190,0.026099,
NGC0087,0.011366,0.011361,0.011395,0.011374,0.011421,0.000191,0.010751,
NGC0128,0.014091,0.014105,0.014106,0.014100,0.014013,0.000191,0.012832,
Mrk0950,0.015990,0.016046,0.016119,0.016052,0.016125,0.000201,0.015054,
cartwheel,0.030298,0.030311,0.030308,0.030306,0.030337,0.000191,0.029443,
SN2011gz,0.029501,0.029606,0.029554,0.029554,0.029565,0.000198,0.028672,
Holm15A,0.055513,0.055558,0.055552,0.055541,0.055467,0.000192,0.054311,
NGC0253,nan,nan,nan,0.000810,0.000727,0.001000,-0.000225,
NGC0247B,0.020900,0.020905,0.020904,0.020903,0.020846,0.000190,0.019826,
ESO540-G025,0.020319,0.020354,0.020282,0.020319,0.020263,0.000194,0.019244,
SN2020acli,nan,nan,nan,0.000480,0.000517,0.001000,-0.000266,
NGC0307,0.013253,0.013234,0.013271,0.013253,0.013299,0.000191,0.012187,
UGC00595,0.044982,0.044965,0.044967,0.044971,0.045065,0.000191,0.043920,
3C033,0.059589,0.059551,0.059555,0.059565,0.059661,0.000191,0.058519,
NGC0410,0.017533,0.017494,0.017477,0.017501,0.017583,0.000193,0.016591,
NGC0628,0.002133,0.002133,0.002133,0.002133,0.002191,0.000190,0.001194,
SN2022sat,nan,nan,nan,0.017000,0.017020,0.001000,0.016285,
NGC0838,0.012844,0.012844,0.012844,0.012844,0.012931,0.000190,0.012083,
IC214,0.030584,0.030612,0.030609,0.030601,0.030693,0.000191,0.029796,
NGC0863,0.026384,0.026426,0.026392,0.026401,0.026393,0.000192,0.025514,
Arp10,0.030355,0.030355,0.030396,0.030369,0.030330,0.000192,0.029450,
ESO115-G02,0.029221,0.029231,0.029230,0.029227,0.029195,0.000191,0.028891,
IC219,0.016852,0.016844,0.016845,0.016847,0.016935,0.000191,0.016102,
NGC0940,0.017063,0.017058,0.017059,0.017060,0.017152,0.000190,0.016379,
SWIFTJ3728,0.036605,0.036579,0.036611,0.036598,0.036661,0.000191,0.035862,
NGC1068,0.003283,0.003105,0.003181,0.003190,0.003231,0.000210,0.002483,
NGC1060,0.017273,0.017260,0.017262,0.017265,0.017358,0.000191,0.016638,
NGC1099,0.025332,0.025423,0.025416,0.025391,0.025470,0.000196,0.024800,
NGC1084,0.004633,0.004657,0.004659,0.004650,0.004706,0.000191,0.003998,
NGC1097,0.004191,0.004199,0.004208,0.004199,0.004269,0.000191,0.003713,
NGC1087,0.005040,0.005045,0.005044,0.005043,0.005022,0.000190,0.004291,
GRB190829A,0.078988,0.079109,0.079024,0.079040,0.079116,0.000200,0.078420,
Arp108,0.051575,0.051562,0.051564,0.051567,0.051533,0.000191,0.050955,
NGC1300,0.005239,0.005380,0.005328,0.005316,0.005234,0.000203,0.004736,
UGC02690,0.020871,0.020949,0.020948,0.020923,0.020828,0.000194,0.020246,
SN1981D,0.005903,0.005913,0.005912,0.005909,0.005863,0.000191,0.005503,
NGC1320,0.009182,0.009147,0.009151,0.009160,0.009127,0.000191,0.008577,
MXDF,1.287362,1.287362,1.287362,1.287362,1.287407,0.000190,1.286522,
CANDELSCDFS16,nan,0.668939,0.668798,0.668868,0.668839,0.000203,0.668194,
HUDF09-2-03,0.147493,0.147339,0.147477,0.147436,0.147481,0.000205,0.147040,
NGC1365,0.005357,0.005469,0.005321,0.005382,0.005323,0.000204,0.004998,
NGC1380,0.006212,0.006195,0.006172,0.006193,0.006139,0.000191,0.005815,
NGC1381,0.005683,0.005743,0.005743,0.005723,0.005669,0.000193,0.005348,
NGC1385,0.005012,0.005083,0.005032,0.005042,0.005080,0.000194,0.004692,
NGC1433,0.003589,0.003705,0.003573,0.003622,0.003627,0.000202,0.003418,
ESO302-27,0.014804,0.014802,0.014802,0.014803,0.014788,0.000190,0.014611,
UGC02936,0.012816,0.012986,0.012978,0.012927,0.012920,0.000208,0.012545,
SN2018fhw,0.016711,0.016826,0.016839,0.016792,0.016796,0.000201,0.016804,
NGC1566,0.005029,0.005034,0.005001,0.005021,0.004999,0.000191,0.004964,
MRK0618,0.035514,0.035519,0.035365,0.035466,0.035423,0.000205,0.035257,
NGC1672,0.004428,0.004490,0.004553,0.004490,0.004484,0.000200,0.004542,
AT2019qiz,0.015254,0.015175,0.015197,0.015208,0.015127,0.000195,0.015019,
ESO305-21,0.051144,0.051144,0.051075,0.051121,0.051142,0.000194,0.051289,
SN1987A,nan,nan,nan,0.000012,0.000016,0.001000,0.000201,
AT2019xis,nan,nan,nan,0.000927,0.000929,0.001000,0.001115,
ESO120-016,0.012205,0.012252,0.012252,0.012236,0.012249,0.000192,0.012489,
PGC019085,0.048711,0.048898,0.048892,0.048834,0.048841,0.000212,0.049212,
GRB100316D,0.059376,0.059440,0.059358,0.059391,0.059412,0.000195,0.059901,
NGC2369,0.010595,0.010611,0.010617,0.010608,0.010622,0.000191,0.011055,
IC2200,0.010695,0.010648,0.010653,0.010665,0.010682,0.000192,0.011140,
ESO123-11,0.010808,0.010806,0.010806,0.010807,0.010824,0.000190,0.011281,
GRB031203,0.105446,0.105444,0.105444,0.105445,0.105423,0.000190,0.106235,
UGC04729,0.013021,0.013026,0.013025,0.013024,0.013009,0.000190,0.013960,
