obs_id,target_name,s_ra,s_dec,instrument_name,filters,proposal_id,proposal_pi,obs_title,t_min,t_max,t_exptime,calib_level,dataproduct_type,sep_arcsec,sn_name,cubename,sn_ra_deg,sn_dec_deg,sn_type,sem,notes
hst_skycell-p0287x16y20_wfc3_uvis_f275w_all,ASASSN-14EW,305.5035,-51.79619444444,WFC3/UVIS,F275W,,,,57846.0074641,57846.01894537,858.0,3,image,0.42154180967974975,ASASSN-14ew,ASASSN-14ew,305.5036666666666,-51.79625,Ia      ,P96  ,NO LC
hst_skycell-p0287x17y20_wfc3_uvis_f275w_all,ASASSN-14EW,305.5035,-51.79619444444,WFC3/UVIS,F275W,,,,57846.0074641,57846.01894537,858.0,3,image,0.42154180967974975,ASASSN-14ew,ASASSN-14ew,305.5036666666666,-51.79625,Ia      ,P96  ,NO LC
hst_skycell-p0346x12y03_wfc3_uvis_f275w_all,ASASSN-14EW,305.5035,-51.79619444444,WFC3/UVIS,F275W,,,,57846.0074641,57846.01894537,858.0,3,image,0.42154180967974975,ASASSN-14ew,ASASSN-14ew,305.5036666666666,-51.79625,Ia      ,P96  ,NO LC
hst_skycell-p0346x12y04_wfc3_uvis_f275w_all,ASASSN-14EW,305.5035,-51.79619444444,WFC3/UVIS,F275W,,,,57846.0074641,57846.01894537,858.0,3,image,0.42154180967974975,ASASSN-14ew,ASASSN-14ew,305.5036666666666,-51.79625,Ia      ,P96  ,NO LC
id7654010,ASASSN-14EW,305.5035,-51.79619444444,WFC3/UVIS,F275W,14779,"Graham, Melissa Lynn",A NUV Imaging Survey for Circumstellar Material in Type Ia Supernovae,57846.00746408565,57846.01894537037,858.0,3,image,0.42154180967974975,ASASSN-14ew,ASASSN-14ew,305.5036666666666,-51.79625,Ia      ,P96  ,NO LC
hst_13364_17_wfc3_uvis_f275w_icdm17,NGC1566,65.00220833333,-54.93716666667,WFC3/UVIS,F275W,13364,"Calzetti, Daniela",,56538.66866316,56538.69936925,2382.0,3,image,8.341335802063934,ASASSN-14ha,NGC1566,65.00589999999998,-54.9381,II      ,arx  ,PHANGS      
hst_skycell-p0250x12y07_wfc3_uvis_f275w_all,NGC1566,65.00220833333,-54.93716666667,WFC3/UVIS,F275W,,,,56538.66866316,56538.69936925,2382.0,3,image,8.341335802063934,ASASSN-14ha,NGC1566,65.00589999999998,-54.9381,II      ,arx  ,PHANGS      
icdm17030,NGC1566,65.00220833333,-54.93716666667,WFC3/UVIS,F275W,13364,"Calzetti, Daniela",LEGUS: Legacy ExtraGalactic UV Survey,56538.668663159726,56538.69936924768,2382.0,3,image,8.341335802063934,ASASSN-14ha,NGC1566,65.00589999999998,-54.9381,II      ,arx  ,PHANGS      
hst_16287_11_wfc3_uvis_f275w_iebj11,ASASSN-14IZ-HOST,305.4647175,-31.28920277778,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59481.41742443,59481.44087348,1650.0,3,image,26.00867395421047,ASASSN-14iz,ASASSN-14iz,305.4576666666666,-31.285216666666667,II      ,P96  ,
hst_skycell-p0702x10y06_wfc3_uvis_f275w_all,ASASSN-14IZ-HOST,305.4647175,-31.28920277778,WFC3/UVIS,F275W,,,,59481.41742443,59481.44087348,1650.0,3,image,26.00867395421047,ASASSN-14iz,ASASSN-14iz,305.4576666666666,-31.285216666666667,II      ,P96  ,
hst_skycell-p0702x11y06_wfc3_uvis_f275w_all,ASASSN-14IZ-HOST,305.4647175,-31.28920277778,WFC3/UVIS,F275W,,,,59481.41742443,59481.44087348,1650.0,3,image,26.00867395421047,ASASSN-14iz,ASASSN-14iz,305.4576666666666,-31.285216666666667,II      ,P96  ,
iebj11010,ASASSN-14IZ-HOST,305.4681610855,-31.28772622625,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59481.4174244213,59481.44087349537,1650.0,3,image,33.52621422867257,ASASSN-14iz,ASASSN-14iz,305.4576666666666,-31.285216666666667,II      ,P96  ,
hst_16287_02_wfc3_uvis_f275w_iebj02,ASASSN-14KO-HOST,81.32554166667,-46.00565,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59445.17131238,59445.19476106,1650.0,3,image,8.350596198643424e-09,ASASSN-14ko,ASASSN-14ko,81.32554166666667,-46.00565,IIn     ,P96  ,
hst_skycell-p0369x03y11_wfc3_uvis_f275w_all,ASASSN-14KO-HOST,81.32554166667,-46.00565,WFC3/UVIS,F275W,,,,59445.17131238,59445.19476106,1650.0,3,image,8.350596198643424e-09,ASASSN-14ko,ASASSN-14ko,81.32554166666667,-46.00565,IIn     ,P96  ,
hst_skycell-p0369x04y11_wfc3_uvis_f275w_all,ASASSN-14KO-HOST,81.32554166667,-46.00565,WFC3/UVIS,F275W,,,,59445.17131238,59445.19476106,1650.0,3,image,8.350596198643424e-09,ASASSN-14ko,ASASSN-14ko,81.32554166666667,-46.00565,IIn     ,P96  ,
iebj02010,ASASSN-14KO-HOST,81.32150861485,-46.00787971144,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59445.17131238426,59445.19476107639,1650.0,3,image,12.889115298187356,ASASSN-14ko,ASASSN-14ko,81.32554166666667,-46.00565,IIn     ,P96  ,
hst_skycell-p1724x13y10_wfc3_uvis_f275w_all,ASASSN-14LI,192.0634583333,17.77395,WFC3/UVIS,F275W,,,,57027.98371338,57382.2365226,1160.0,3,image,1.1419303780687748e-07,ASASSN-14li,ASASSN-14li,192.0634583333333,17.77395,TDE     ,P96  ,
hst_13026_06_wfc3_uvis_f275w_ic3506,ASASSN-14LI,192.0634583333,17.77395,WFC3/UVIS,F275W,13026,"Levan, Andrew James",,57382.22621021,57382.2365226,600.0,3,image,1.1419303780687748e-07,ASASSN-14li,ASASSN-14li,192.0634583333333,17.77395,TDE     ,P96  ,
ic3506020,ASASSN-14LI,192.0634583333,17.77395,WFC3/UVIS,F275W,13026,"Levan, Andrew James",XMM-Newton Target of Opportunity of Tidal Disruption Events,57382.22621021991,57382.236522604166,600.0,3,image,1.1419303780687748e-07,ASASSN-14li,ASASSN-14li,192.0634583333333,17.77395,TDE     ,P96  ,
hst_13026_04_wfc3_uvis_f275w_ic3504,ASASSN-14LI,192.0634583333,17.77395,WFC3/UVIS,F275W,13026,"Levan, Andrew James",,57027.98371338,57027.9935628,560.0,3,image,1.1419303780687748e-07,ASASSN-14li,ASASSN-14li,192.0634583333333,17.77395,TDE     ,P96  ,
ic3504020,ASASSN-14LI,192.0634583333,17.77395,WFC3/UVIS,F275W,13026,"Levan, Andrew James",XMM-Newton Target of Opportunity of Tidal Disruption Events,57027.9837133912,57027.9935628125,560.0,3,image,1.1419303780687748e-07,ASASSN-14li,ASASSN-14li,192.0634583333333,17.77395,TDE     ,P96  ,
hst_16287_dm_wfc3_uvis_f275w_iebjdm,ASASSN-14MA-HOST,358.7880375,10.21505833333,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59450.71286312,59450.73631217,1650.0,3,image,1.1999596702225556e-08,ASASSN-14ma,ASASSN-14ma,358.7880375,10.215058333333333,II      ,P103 ,
hst_skycell-p1501x16y12_wfc3_uvis_f275w_all,ASASSN-14MA-HOST,358.7880375,10.21505833333,WFC3/UVIS,F275W,,,,59450.71286312,59450.73631217,1650.0,3,image,1.1999596702225556e-08,ASASSN-14ma,ASASSN-14ma,358.7880375,10.215058333333333,II      ,P103 ,
iebjdm010,ASASSN-14MA-HOST,358.7844550672,10.21375733178,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59450.712863113426,59450.736312152774,1650.0,3,image,13.528936096524829,ASASSN-14ma,ASASSN-14ma,358.7880375,10.215058333333333,II      ,P103 ,
hst_16287_cl_wfc3_uvis_f275w_iebjcl,ASASSN-15BD-HOST,238.6642566667,16.61530833333,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59483.18906776,59483.21251681,1650.0,3,image,23.17099101817805,ASASSN-15bd,ASASSN-15bd,238.6597083333333,16.610572222222224,IIb     ,P103 ,COMBINED 5 POINTINGS
hst_skycell-p1735x11y05_wfc3_uvis_f275w_all,ASASSN-15BD-HOST,238.6642566667,16.61530833333,WFC3/UVIS,F275W,,,,59483.18906776,59483.21251681,1650.0,3,image,23.17099101817805,ASASSN-15bd,ASASSN-15bd,238.6597083333333,16.610572222222224,IIb     ,P103 ,COMBINED 5 POINTINGS
iebjcl010,ASASSN-15BD-HOST,238.6679659508,16.61681668214,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59483.18906774306,59483.212516817126,1650.0,3,image,36.28814657516223,ASASSN-15bd,ASASSN-15bd,238.6597083333333,16.610572222222224,IIb     ,P103 ,COMBINED 5 POINTINGS
hst_16287_cn_wfc3_uvis_f275w_iebjcn,ASASSN-15FI-HOST,247.9533333333,20.41069444444,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59482.33014406,59482.35185718,1500.0,3,image,1.1342254435019805e-07,ASASSN-15fi,ASASSN-15fi,247.9533333333333,20.41069444444444,II      ,P103 ,
hst_skycell-p1822x13y04_wfc3_uvis_f275w_all,ASASSN-15FI-HOST,247.9533333333,20.41069444444,WFC3/UVIS,F275W,,,,59482.33014406,59482.35185718,1500.0,3,image,1.1342254435019805e-07,ASASSN-15fi,ASASSN-15fi,247.9533333333333,20.41069444444444,II      ,P103 ,
hst_skycell-p1822x14y04_wfc3_uvis_f275w_all,ASASSN-15FI-HOST,247.9533333333,20.41069444444,WFC3/UVIS,F275W,,,,59482.33014406,59482.35185718,1500.0,3,image,1.1342254435019805e-07,ASASSN-15fi,ASASSN-15fi,247.9533333333333,20.41069444444444,II      ,P103 ,
iebjcn010,ASASSN-15FI-HOST,247.9572688835,20.41152958302,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59482.3301440625,59482.35185717593,1500.0,3,image,13.614546323587689,ASASSN-15fi,ASASSN-15fi,247.9533333333333,20.41069444444444,II      ,P103 ,
hst_16287_by_wfc3_uvis_f275w_iebjby,ASASSN-15FZ-HOST,203.8522941667,1.410772222222,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59319.82885957,59319.85230862,1650.0,3,image,10.560509173910818,ASASSN-15fz,ASASSN-15fz,203.85474999999997,1.4091666666666667,II      ,P103 ,COMBINED 5 POINTINGS 
hst_skycell-p1373x12y08_wfc3_uvis_f275w_all,ASASSN-15FZ-HOST,203.8522941667,1.410772222222,WFC3/UVIS,F275W,,,,59319.82885957,59319.85230862,1650.0,3,image,10.560509173910818,ASASSN-15fz,ASASSN-15fz,203.85474999999997,1.4091666666666667,II      ,P103 ,COMBINED 5 POINTINGS 
hst_skycell-p1373x12y09_wfc3_uvis_f275w_all,ASASSN-15FZ-HOST,203.8522941667,1.410772222222,WFC3/UVIS,F275W,,,,59319.82885957,59319.85230862,1650.0,3,image,10.560509173910818,ASASSN-15fz,ASASSN-15fz,203.85474999999997,1.4091666666666667,II      ,P103 ,COMBINED 5 POINTINGS 
iebjby010,ASASSN-15FZ-HOST,203.8525208283,1.407065970225,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59319.82885957176,59319.85230864583,1650.0,3,image,11.025132242050487,ASASSN-15fz,ASASSN-15fz,203.85474999999997,1.4091666666666667,II      ,P103 ,COMBINED 5 POINTINGS 
hst_16287_ci_wfc3_uvis_f275w_iebjci,ASASSN-15HS-HOST,233.3947258333,-78.12385555556,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59343.86833976,59343.89178881,1650.0,3,image,2.7164764775785177,ASASSN-15hs,ASASSN-15hs,233.3929583333333,-78.12319444444444,IIn     ,P103 ,
hst_skycell-p0039x17y10_wfc3_uvis_f275w_all,ASASSN-15HS-HOST,233.3947258333,-78.12385555556,WFC3/UVIS,F275W,,,,59343.86833976,59343.89178881,1650.0,3,image,2.7164764775785177,ASASSN-15hs,ASASSN-15hs,233.3929583333333,-78.12319444444444,IIn     ,P103 ,
iebjci010,ASASSN-15HS-HOST,233.389165011,-78.12010662974,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59343.86833978009,59343.89178880787,1650.0,3,image,11.466009887233893,ASASSN-15hs,ASASSN-15hs,233.3929583333333,-78.12319444444444,IIn     ,P103 ,
hst_14779_08_wfc3_uvis_f275w_id7608,ASASSN-15HY,302.5097916667,-0.73925,WFC3/UVIS,F275W,14779,"Graham, Melissa Lynn",,57848.20225558,57848.21373722,858.0,3,image,0.010000000000742984,ASASSN-15hy,ASASSN-15hy,302.5097916666666,-0.7392527777777778,Ia-03fg ,P99  ,
hst_skycell-p1308x17y16_wfc3_uvis_f275w_all,ASASSN-15HY,302.5097916667,-0.73925,WFC3/UVIS,F275W,,,,57848.20225558,57848.21373722,858.0,3,image,0.010000000000742984,ASASSN-15hy,ASASSN-15hy,302.5097916666666,-0.7392527777777778,Ia-03fg ,P99  ,
id7608010,ASASSN-15HY,302.5097916667,-0.73925,WFC3/UVIS,F275W,14779,"Graham, Melissa Lynn",A NUV Imaging Survey for Circumstellar Material in Type Ia Supernovae,57848.20225559028,57848.2137372338,858.0,3,image,0.010000000000742984,ASASSN-15hy,ASASSN-15hy,302.5097916666666,-0.7392527777777778,Ia-03fg ,P99  ,
hst_16287_bk_wfc3_uvis_f275w_iebjbk,ASASSN-15JP-HOST,152.92572875,-31.64280277778,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59159.17016534,59159.19074402,1500.0,3,image,50.48378003447515,ASASSN-15jp,ASASSN-15jp,152.91245833333332,-31.65111111111111,II      ,P103 ,
hst_skycell-p0669x18y04_wfc3_uvis_f275w_all,ASASSN-15JP-HOST,152.92572875,-31.64280277778,WFC3/UVIS,F275W,,,,59159.17016534,59159.19074402,1500.0,3,image,50.48378003447515,ASASSN-15jp,ASASSN-15jp,152.91245833333332,-31.65111111111111,II      ,P103 ,
iebjbk010,ASASSN-15JP-HOST,152.91777624,-31.63724560318,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59159.170165358795,59159.1907440162,1500.0,3,image,52.50922320310703,ASASSN-15jp,ASASSN-15jp,152.91245833333332,-31.65111111111111,II      ,P103 ,
hst_16287_av_wfc3_uvis_f275w_iebjav,ASASSN-15KJ-HOST,29.55338875,-39.54468888889,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59490.16449591,59490.23713496,1650.0,3,image,17.2662675034335,ASASSN-15kj,ASASSN-15kj,29.548041666666666,-39.54713888888889,Ic      ,P103 ,4 pointings with bad seeing not used
hst_skycell-p0493x12y04_wfc3_uvis_f275w_all,ASASSN-15KJ-HOST,29.55338875,-39.54468888889,WFC3/UVIS,F275W,,,,59490.16449591,59490.23713496,1650.0,3,image,17.2662675034335,ASASSN-15kj,ASASSN-15kj,29.548041666666666,-39.54713888888889,Ic      ,P103 ,4 pointings with bad seeing not used
hst_skycell-p0493x12y05_wfc3_uvis_f275w_all,ASASSN-15KJ-HOST,29.55338875,-39.54468888889,WFC3/UVIS,F275W,,,,59490.16449591,59490.23713496,1650.0,3,image,17.2662675034335,ASASSN-15kj,ASASSN-15kj,29.548041666666666,-39.54713888888889,Ic      ,P103 ,4 pointings with bad seeing not used
hst_skycell-p0493x13y04_wfc3_uvis_f275w_all,ASASSN-15KJ-HOST,29.55338875,-39.54468888889,WFC3/UVIS,F275W,,,,59490.16449591,59490.23713496,1650.0,3,image,17.2662675034335,ASASSN-15kj,ASASSN-15kj,29.548041666666666,-39.54713888888889,Ic      ,P103 ,4 pointings with bad seeing not used
hst_skycell-p0493x13y05_wfc3_uvis_f275w_all,ASASSN-15KJ-HOST,29.55338875,-39.54468888889,WFC3/UVIS,F275W,,,,59490.16449591,59490.23713496,1650.0,3,image,17.2662675034335,ASASSN-15kj,ASASSN-15kj,29.548041666666666,-39.54713888888889,Ic      ,P103 ,4 pointings with bad seeing not used
iebjav010,ASASSN-15KJ-HOST,29.55200829711,-39.54113278682,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59490.16449591435,59490.237134953706,1650.0,3,image,24.264520916028705,ASASSN-15kj,ASASSN-15kj,29.548041666666666,-39.54713888888889,Ic      ,P103 ,4 pointings with bad seeing not used
iebjar010,ASASSN-15LN-HOST,13.42464995401,18.09227105549,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59131.99839386574,59132.021842905095,1650.0,3,image,8.013348889807599,ASASSN-15ln,ASASSN-15ln,13.422499999999998,18.091388888888886,II      ,P103 ,
hst_16287_ar_wfc3_uvis_f275w_iebjar,ASASSN-15LN-HOST,13.42448458333,18.09618888889,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59131.99839385,59132.0218429,1650.0,3,image,18.566604439233856,ASASSN-15ln,ASASSN-15ln,13.422499999999998,18.091388888888886,II      ,P103 ,
hst_skycell-p1681x07y11_wfc3_uvis_f275w_all,ASASSN-15LN-HOST,13.42448458333,18.09618888889,WFC3/UVIS,F275W,,,,59131.99839385,59132.0218429,1650.0,3,image,18.566604439233856,ASASSN-15ln,ASASSN-15ln,13.422499999999998,18.091388888888886,II      ,P103 ,
hst_skycell-p1681x08y11_wfc3_uvis_f275w_all,ASASSN-15LN-HOST,13.42448458333,18.09618888889,WFC3/UVIS,F275W,,,,59131.99839385,59132.0218429,1650.0,3,image,18.566604439233856,ASASSN-15ln,ASASSN-15ln,13.422499999999998,18.091388888888886,II      ,P103 ,
iebjcw010,ASASSN-15LX-HOST,309.0294438634,-73.10970457396,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59136.863810497685,59136.87871809028,1650.0,3,image,8.351660941574078,ASASSN-15lx,ASASSN-15lx,309.0218333333333,-73.10900277777777,IIn     ,P103 ,COMBINED 8 POINTINGS P103 and P104
hst_16287_cw_wfc3_uvis_f275w_iebjcw,ASASSN-15LX-HOST,309.0181954167,-73.11118055556,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59136.86381051,59136.88725957,1650.0,3,image,8.714552652867805,ASASSN-15lx,ASASSN-15lx,309.0218333333333,-73.10900277777777,IIn     ,P103 ,COMBINED 8 POINTINGS P103 and P104
hst_skycell-p0069x08y15_wfc3_uvis_f275w_all,ASASSN-15LX-HOST,309.0181954167,-73.11118055556,WFC3/UVIS,F275W,,,,59136.86381051,59136.88725957,1650.0,3,image,8.714552652867805,ASASSN-15lx,ASASSN-15lx,309.0218333333333,-73.10900277777777,IIn     ,P103 ,COMBINED 8 POINTINGS P103 and P104
hst_16287_cb_wfc3_uvis_f275w_iebjcb,ASASSN-15NG-HOST,207.8843370833,-48.08099166667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59478.28352369,59478.30697274,1650.0,3,image,18.797164744070333,ASASSN-15ng,ASASSN-15ng,207.88187499999998,-48.076036111111115,II      ,P103 ,
hst_skycell-p0330x17y19_wfc3_uvis_f275w_all,ASASSN-15NG-HOST,207.8843370833,-48.08099166667,WFC3/UVIS,F275W,,,,59478.28352369,59478.30697274,1650.0,3,image,18.797164744070333,ASASSN-15ng,ASASSN-15ng,207.88187499999998,-48.076036111111115,II      ,P103 ,
hst_skycell-p0392x12y02_wfc3_uvis_f275w_all,ASASSN-15NG-HOST,207.8843370833,-48.08099166667,WFC3/UVIS,F275W,,,,59478.28352369,59478.30697274,1650.0,3,image,18.797164744070333,ASASSN-15ng,ASASSN-15ng,207.88187499999998,-48.076036111111115,II      ,P103 ,
iebjcb010,ASASSN-15NG-HOST,207.8880173047,-48.0835393427,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59478.28352369213,59478.3069727662,1650.0,3,image,30.787551663623272,ASASSN-15ng,ASASSN-15ng,207.88187499999998,-48.076036111111115,II      ,P103 ,
hst_16287_cr_wfc3_uvis_f275w_iebjcr,ASASSN-15OZ-HOST,289.8895416667,-33.76722222222,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59356.5768247,59356.60027338,1650.0,3,image,1.0017755137330367e-07,ASASSN-15oz,ASASSN-15oz,289.8895416666666,-33.76722222222222,II      ,P103 ,COMBINED 8 POINTINGS P103 and P104
hst_skycell-p0620x08y12_wfc3_uvis_f275w_all,ASASSN-15OZ-HOST,289.8895416667,-33.76722222222,WFC3/UVIS,F275W,,,,59356.5768247,59356.60027338,1650.0,3,image,1.0017755137330367e-07,ASASSN-15oz,ASASSN-15oz,289.8895416666666,-33.76722222222222,II      ,P103 ,COMBINED 8 POINTINGS P103 and P104
iebjcr010,ASASSN-15OZ-HOST,289.8848239974,-33.76726288771,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59356.5768246875,59356.60027337963,1650.0,3,image,14.119273882429868,ASASSN-15oz,ASASSN-15oz,289.8895416666666,-33.76722222222222,II      ,P103 ,COMBINED 8 POINTINGS P103 and P104
hst_16287_cv_wfc3_uvis_f275w_iebjcv,ASASSN-15TA-HOST,307.3875833333,-61.95094444444,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59467.54806072,59467.59120903,1500.0,3,image,5.871812153492473e-08,ASASSN-15ta,ASASSN-15ta,307.38758333333334,-61.950944444444445,Ib      ,P103 ,
hst_skycell-p0183x04y11_wfc3_uvis_f275w_all,ASASSN-15TA-HOST,307.3875833333,-61.95094444444,WFC3/UVIS,F275W,,,,59467.54806072,59467.59120903,1500.0,3,image,5.871812153492473e-08,ASASSN-15ta,ASASSN-15ta,307.38758333333334,-61.950944444444445,Ib      ,P103 ,
iebjcv010,ASASSN-15TA-HOST,307.3929568574,-61.94816606524,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59467.54806072917,59467.583246064816,1500.0,3,image,13.520182898544126,ASASSN-15ta,ASASSN-15ta,307.38758333333334,-61.950944444444445,Ib      ,P103 ,
hst_16287_db_wfc3_uvis_f275w_iebjdb,ASASSN-15TU-HOST,338.5071558333,-32.39701111111,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59340.04266865,59340.0661177,1650.0,3,image,11.755520854089168,ASASSN-15tu,ASASSN-15tu,338.5107499999999,-32.39821666666666,IIb     ,P103 ,
hst_skycell-p0630x03y18_wfc3_uvis_f275w_all,ASASSN-15TU-HOST,338.5071558333,-32.39701111111,WFC3/UVIS,F275W,,,,59340.04266865,59340.0661177,1650.0,3,image,11.755520854089168,ASASSN-15tu,ASASSN-15tu,338.5107499999999,-32.39821666666666,IIb     ,P103 ,
hst_skycell-p0709x06y01_wfc3_uvis_f275w_all,ASASSN-15TU-HOST,338.5071558333,-32.39701111111,WFC3/UVIS,F275W,,,,59340.04266865,59340.0661177,1650.0,3,image,11.755520854089168,ASASSN-15tu,ASASSN-15tu,338.5107499999999,-32.39821666666666,IIb     ,P103 ,
iebjdb010,ASASSN-15TU-HOST,338.5033351717,-32.39912451061,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59340.059752002315,59340.06611770833,1650.0,3,image,22.774027529829322,ASASSN-15tu,ASASSN-15tu,338.5107499999999,-32.39821666666666,IIb     ,P103 ,
hst_17203_04_wfc3_uvis_f275w_iezr04,SN-2016COI,329.76725,18.18625,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",,60152.52288626,60152.68693716,8277.0,3,image,0.0,ASASSN-16fp,ASASSN-16fp,329.76725,18.18625,Ic-BL   ,P111 ,
iezr04010,SN-2016COI,329.7671690913,18.18613328784,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",Towards a Comprehensive Search for Surviving Companions to Stripped-Envelope Supernovae,60152.52288626158,60152.68693715278,8277.0,3,image,0.5031027767626784,ASASSN-16fp,ASASSN-16fp,329.76725,18.18625,Ic-BL   ,P111 ,
hst_17203_03_wfc3_uvis_f275w_iezr03,SN-2016COI,329.76725,18.18625,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",,60152.39084922,60152.48887012,5521.0,3,image,0.0,ASASSN-16fp,ASASSN-16fp,329.76725,18.18625,Ic-BL   ,P111 ,
hst_skycell-p1757x15y12_wfc3_uvis_f275w_all,SN-2016COI,329.76725,18.18625,WFC3/UVIS,F275W,,,,60152.39084922,60152.48887012,5521.0,3,image,0.0,ASASSN-16fp,ASASSN-16fp,329.76725,18.18625,Ic-BL   ,P111 ,
iezr03010,SN-2016COI,329.76725,18.18625,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",Towards a Comprehensive Search for Surviving Companions to Stripped-Envelope Supernovae,60152.39084922454,60152.488870104164,5521.0,3,image,0.0,ASASSN-16fp,ASASSN-16fp,329.76725,18.18625,Ic-BL   ,P111 ,
hst_16287_13_wfc3_uvis_f275w_iebj13,SN2010A-HOST,38.16372333333,0.6177805555556,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59127.96308126,59127.98653031,1650.0,3,image,6.1373249049771745,AT2012iw,SN2010A,38.16204166666666,0.6175,?      ,P97  ,
hst_skycell-p1332x19y05_wfc3_uvis_f275w_all,SN2010A-HOST,38.16372333333,0.6177805555556,WFC3/UVIS,F275W,,,,59127.96308126,59127.98653031,1650.0,3,image,6.1373249049771745,AT2012iw,SN2010A,38.16204166666666,0.6175,?      ,P97  ,
iebj13010,SN2010A-HOST,38.16018801929,0.6182674043306,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59127.96308125,59127.98653032407,1650.0,3,image,7.222032868051609,AT2012iw,SN2010A,38.16204166666666,0.6175,?      ,P97  ,
ie181zioq,DARK,38.18130395108,0.6146672154508,WFC3/UVIS,F275W,15716,"Martlin, Catherine A",WFC3 UVIS CCD Daily Monitor Part 3,59128.003324618054,59128.01374105324,900.0,2,image,70.08612654502487,AT2012iw,SN2010A,38.16204166666666,0.6175,?      ,P97  ,
ie181zimq,DARK,38.18130395108,0.6146672154508,WFC3/UVIS,F275W,15716,"Martlin, Catherine A",WFC3 UVIS CCD Daily Monitor Part 3,59128.000130127315,59128.000135497685,0.5,2,image,70.08612654502487,AT2012iw,SN2010A,38.16204166666666,0.6175,?      ,P97  ,
ie181zinq,DARK,38.18130395108,0.6146672154508,WFC3/UVIS,F275W,15716,"Martlin, Catherine A",WFC3 UVIS CCD Daily Monitor Part 3,59128.001750497686,59128.001755868056,0.5,2,image,70.08612654502487,AT2012iw,SN2010A,38.16204166666666,0.6175,?      ,P97  ,
hst_14720_04_wfc3_uvis_f275w_ida404,NGC-7552,349.0443841667,-42.58486111111,WFC3/UVIS,F275W,14720,"Chelouche, Doron",,57941.58232778,57941.64764017,2100.0,3,image,12.436904721821923,AT2014ej,NGC7552,349.0407916666666,-42.582638888888894,LBV     ,arx  ,COMBINED  11 POINTINGS
hst_skycell-p0485x12y08_wfc3_uvis_f275w_all,NGC-7552,349.0443841667,-42.58486111111,WFC3/UVIS,F275W,,,,57941.58232778,57941.64764017,2100.0,3,image,12.436904721821923,AT2014ej,NGC7552,349.0407916666666,-42.582638888888894,LBV     ,arx  ,COMBINED  11 POINTINGS
hst_skycell-p0485x12y09_wfc3_uvis_f275w_all,NGC-7552,349.0443841667,-42.58486111111,WFC3/UVIS,F275W,,,,57941.58232778,57941.64764017,2100.0,3,image,12.436904721821923,AT2014ej,NGC7552,349.0407916666666,-42.582638888888894,LBV     ,arx  ,COMBINED  11 POINTINGS
