###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61109.185296 -21.330  4.083   -11   44 o  0   1.68 144.15083 -63.94839  3814.30  4686.32 2.21 2.02 -71.8 -0.444 18.72 19.90 04a61109o0395o
61109.190438 -19.220  0.600   -74   45 o  0   1.82 144.15083 -63.94839  3754.66  4609.52 2.21 2.03 -79.4 -0.442 18.73 19.97 04a61109o0406o
61109.200579 -19.449  1.018   -60   61 o  0   0.73 144.15083 -63.94839  3737.22  4726.76 2.24 2.08 -79.1 -0.438 18.39 19.48 04a61109o0428o
61109.882835 -21.089  3.147   -13   42 o  0   2.55 144.15083 -63.94839  7647.30  4623.12 2.15 1.92 -52.0 -0.486 19.41 20.69 03a61110o0318o
61109.885699  19.939  0.965    38   37 o  0   2.13 144.15083 -63.94839  7666.09  4663.13 2.14 1.92 -56.9 -0.488 19.39 20.67 03a61110o0324o
61109.891803  20.520  1.736    22   39 o  0   1.25 144.15083 -63.94839  7611.04  4581.89 2.16 1.95 -57.4 -0.477 19.38 20.65 03a61110o0337o
61109.901566  20.665  1.423    20   28 o  0   1.26 144.15083 -63.94839  7590.45  4696.48 2.12 1.92 -58.3 -0.488 19.38 20.59 03a61110o0358o
61111.145087  19.499  0.428    58   25 c  0   2.90 144.15083 -63.94839  7696.53  4508.44 2.48 2.19 -33.5 -0.405 19.24 21.25 04a61111o0322c
61111.147829  21.329  2.714    11   29 c  0   1.97 144.15083 -63.94839  7715.93  4547.41 2.47 2.16 -33.3 -0.409 19.20 21.25 04a61111o0328c
61111.162743 -19.890  0.870   -40   35 c  0   2.57 144.15083 -63.94839  7658.93  4467.51 2.44 2.14 -27.8 -0.407 19.23 21.25 04a61111o0360c
61111.169273  19.275  0.407    71   29 c  0   0.83 144.15083 -63.94839  7640.21  4583.38 2.42 2.09 -31.0 -0.415 19.23 21.17 04a61111o0374c
61111.177744  20.811  1.253    17   22 c  0   5.70 144.15083 -63.94839  7679.94  4527.80 2.51 2.21 -31.8 -0.398 19.20 21.10 04a61111o0392c
61112.175807  15.954  0.012  1508   18 c  0 341.62 144.15083 -63.94839  1895.68  9086.31 2.91 2.00 -74.4 -0.391 19.02 20.90 04a61112o0391c
61112.178567 -20.008  0.599   -36   22 c  0   2.16 144.15083 -63.94839  1913.14  9125.64 2.92 2.04 -74.4 -0.390 19.03 20.89 04a61112o0397c
61112.184192  19.342  0.483    67   32 c  0   1.91 144.15083 -63.94839  1860.40  9051.15 2.87 1.97 -73.0 -0.398 19.04 20.90 04a61112o0409c
